8193	37.7688828622445	-122.41947412490845
10241	37.786883	-122.402623
22529	37.790716856029064	-122.40472430128631
8194	37.77933073282808	-122.41922736167908
30723	37.617698812122356	-122.38140821456909
8197	37.775921768505334	-122.40889549255371
104455	37.800023	-122.42878
8200	37.79659394983675	-122.4051612778455
67593	37.79769127018879	-122.4000889191639
8201	37.79649677401526	-122.40512255847688
10249	37.78694828403577	-122.40019955118841
8205	37.783606429389636	-122.398678350653
24590	37.766902080201056	-122.42893780668447
55310	37.61824695194618	-122.39202976226807
8208	37.784336	-122.40208
22544	37.78819	-122.433733
8209	37.782509291751204	-122.40808178340662
8210	37.77533352890043	-122.40388353115281
8211	37.78579206961129	-122.40951776504517
22551	37.763461	-122.466368
51229	37.76371663	-122.466438
51231	37.80078821917977	-122.44987261946841
20512	37.761419193645686	-122.424795627594
20516	37.78007695280165	-122.51380205154419
8231	37.79329901832576	-122.39915407391149
20522	37.78931557308005	-122.4337897207979
8235	37.77841855541572	-122.41214159383547
20523	37.810360340560145	-122.47672855854034
51243	37.787053	-122.440141
14381	37.76928994977783	-122.48620748519897
20530	37.76586355975917	-122.45022296905518
10291	37.76503488742318	-122.42244528567039
51251	37.76577140645965	-122.449904
8244	37.78301864368556	-122.39902684580889
10296	37.7559842	-122.421172
53305	37.61739287185886	-122.38207340240479
53315	37.779999	-122.485679
8261	37.788658	-122.43391
10313	37.796576	-122.405002
8267	37.79774659682308	-122.43374347686768
20555	37.827234	-122.371563
10317	37.78772874107743	-122.42177610181552
104524	37.764995	-122.419223
8272	37.784792	-122.406676
26704	37.77872590732733	-122.39125457652494
8273	37.783939	-122.402108
10324	37.791246378065594	-122.40398862778716
20576	37.77626994854501	-122.45093417840835
20579	37.76049396	-122.410557
45156	37.78640143630093	-122.40795456610445
45157	37.761935705864076	-122.43514237890182
36966	37.76328172065263	-122.43458940162556
63593	37.782089	-122.4099736
69745	37.75805811	-122.388467
4213	37.77364852834092	-122.42156041354832
51317	37.79472471628824	-122.40037656218564
4214	37.799772	-122.440832
4215	37.79805635393336	-122.42219641613993
4216	37.794206966666664	-122.42129205
4217	37.78762478684106	-122.45273106354212
4219	37.778107	-122.421751
61564	37.751648	-122.429049
88191	37.76755213737488	-122.42912258
4223	37.798792	-122.422327
4227	37.795391877507974	-122.39330381155014
61571	37.799577	-122.400623
61573	37.755309	-122.420903
61574	37.75142687650075	-122.43074476718903
63622	37.782977	-122.465162
51335	37.779200318147645	-122.39061285462344
61576	37.802489718921066	-122.40217387676239
4235	37.79594115	-122.421717
4237	37.769148	-122.452545
4240	37.795778	-122.40338134999999
8336	37.782928206894745	-122.40086495876312
4241	37.79619516102866	-122.3938000202179
8337	37.751889	-122.430868
4243	37.778436894188054	-122.39444099975675
4244	37.778584505321376	-122.39323139190674
4245	37.79303284401639	-122.39949703216553
4248	37.799184708765175	-122.41911038494952
61596	37.797518344469395	-122.40174838731465
37022	37.774206626891306	-122.43744224309921
90277	37.79233710932616	-122.40575312927692
112806	37.76507736486825	-122.39575481805574
112810	37.74509989054281	-122.42973690096966
37037	37.783938040486866	-122.44056140185761
41142	37.763726226183614	-122.43344306945801
55479	37.8042063234344	-122.40198612213135
41144	37.76156318608264	-122.43505390273357
112825	37.765903	-122.430848
112824	37.75153203393246	-122.4304806891426
26810	37.80723253644045	-122.4747383594513
55482	37.7976379	-122.430056
112826	37.76500838	-122.398478
14531	37.78835087959596	-122.43354979645153
41155	37.771628	-122.416821
4292	37.76312402977745	-122.41099834442139
4293	37.78395985760533	-122.43303551986902
14535	37.8075729695343	-122.42029392734744
41160	37.765198060880415	-122.43182447150345
41161	37.784732177766266	-122.4025011062622
14538	37.78887562315217	-122.40859065107551
37067	37.77596168300619	-122.44596355705447
204	37.77833858778822	-122.38940119743347
41165	37.771181	-122.4302427
206	37.81534420993673	-122.35495090484619
59600	37.79038301074449	-122.40078589897591
37075	37.76946702049605	-122.43253230055683
14550	37.79028080212431	-122.40730188361148
14551	37.79049992546272	-122.40558832883835
14557	37.78551346921209	-122.41500659725646
49373	37.79677081184399	-122.42201944189267
41183	37.76491561479136	-122.43216179688253
41184	37.76214330504652	-122.43525297400708
121056	37.7745605173121	-122.42167102297148
65767	37.77785382415768	-122.50898558477724
65768	37.761082326989175	-122.43419125618094
4337	37.77551740042325	-122.437730273791
45300	37.779911	-122.410234
12535	37.797282484278654	-122.40362355481669
82168	37.786607	-122.440131
4348	37.78896317523384	-122.40211486816406
4349	37.75278414648941	-122.40790843963623
94463	37.76094051	-122.434305
61698	37.739097	-122.416692
41219	37.762534	-122.39705827
49411	37.799275	-122.407407
16644	37.756739850048035	-122.42110691369511
12551	37.79130409139914	-122.40367333756913
16651	37.776538425219165	-122.39355589186741
12556	37.777667	-122.406998
16652	37.758114770244234	-122.41841076132413
16653	37.72649109486148	-122.47661590576172
12560	37.743163958372556	-122.48339653015137
94481	37.72753163	-122.45109425
12561	37.80741244369056	-122.4185352006497
12563	37.790196817258156	-122.40214169025421
45334	37.767892	-122.428693
16671	37.7940502261884	-122.39618182182312
16673	37.76497205586478	-122.4225614245827
12579	37.761730843918954	-122.42291537095151
16676	37.792880235482244	-122.48378276824951
28968	37.806236815172	-122.412667034675
12585	37.783032299723544	-122.40748994508438
16682	37.78242156085735	-122.41080522537231
71979	37.74108111629051	-122.46565103530884
16689	37.778982	-122.389417
16690	37.7664184277528	-122.409984493378
16693	37.750901567744826	-122.41817570886244
28981	37.79734605109025	-122.43280879498329
82228	37.800436	-122.402835
16702	37.783201423578895	-122.40690916592153
16705	37.72570190445349	-122.45116710662842
28995	37.78478044254253	-122.38848297372948
28997	37.76889734725393	-122.40268874097862
16715	37.74481916482962	-122.40367333756913
33104	37.78323134491339	-122.40301609039307
33108	37.760647	-122.43496
57684	37.76190620841316	-122.42162124874547
33109	37.76088960501994	-122.4350007623434
4442	37.79037129210827	-122.39993956574624
4443	37.76404834969409	-122.42180928458654
2396	37.61642405271961	-122.38627910614014
4447	37.790353670610145	-122.4607801437378
2400	37.658604	-122.400174
4448	37.80173948664206	-122.45625257492065
2401	37.760768	-122.4215427
4449	37.786405	-122.453316
2403	37.77112795731	-122.40708340000728
4451	37.802786028338545	-122.4141990945467
2404	37.768348556456026	-122.39311337471008
4452	37.79709381086916	-122.4034908413887
